"WijkenEnBuurten","Gemeentenaam_1"
"BU04847015","Alphen aan den Rijn                     "
"WK048471  ","Alphen aan den Rijn                     "
"BU04847101","Alphen aan den Rijn                     "
"BU04847102","Alphen aan den Rijn                     "
"BU04847103","Alphen aan den Rijn                     "
"WK048491  ","Alphen aan den Rijn                     "
"BU04849101","Alphen aan den Rijn                     "
"BU04849102","Alphen aan den Rijn                     "
"BU04849103","Alphen aan den Rijn                     "
"BU04849104","Alphen aan den Rijn                     "
"BU04849105","Alphen aan den Rijn                     "
"WK048494  ","Alphen aan den Rijn                     "
"BU04849401","Alphen aan den Rijn                     "
